"Year","State","mk1","mk2","measure","other","type","chem_name","chem_index","Value"
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FLUOPYRAM","80302",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FLUXAPYROXAD","138009",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","FOSETYL-AL","123301",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","ISOFETAMID","270000",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","MEFENOXAM","113502",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","MONO-POTASSIUM SALT","76416",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","MYCLOBUTANIL","128857",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PENTHIOPYRAD","90112",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","POLYOXIN D ZINC SALT","230000",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PROPICONAZOLE","122101",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PYDIFLUMETOFEN","90110",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PYRACLOSTROBIN","99100",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","PYRIMETHANIL","288201",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","QUINOLINE","55459",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","SULFUR","77501",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TETRACONAZOLE","120603",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","THIOPHANATE-METHYL","102001",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","THIRAM","79801",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TOTAL",NA,NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TRIFLOXYSTROBIN","129112",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"FUNGICIDE","TRIFLUMIZOLE","128879",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","CARFENTRAZONE-ETHYL","128712",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","FLUMIOXAZIN","129034",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","OXYFLUORFEN","111601",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","PENDIMETHALIN","108501",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"HERBICIDE","TOTAL",NA,NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ABAMECTIN","122804",300
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ACEQUINOCYL","6329",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ACETAMIPRID","99050",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","AZADIRACHTIN","121701",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BEAUVERIA BASSIANA","128924",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BIFENAZATE","586",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BIFENTHRIN","128825",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BT KURSTAK ABTS-1857","6523",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BT KURSTAKI ABTS-351","6522",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","BT KURSTAKI SA-11","6519",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CANOLA OIL","11332",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CHLORANTRANILIPROLE","90100",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CYANTRANILIPROLE","90098",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","CYFLUMETOFEN","138831",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","ETOXAZOLE","107091",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FENBUTATIN-OXIDE","104601",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FENPROPATHRIN","127901",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FENPYROXIMATE","129131",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FLONICAMID","128016",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","FLUPYRADIFURONE","122304",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","HEXYTHIAZOX","128849",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","IMIDACLOPRID","129099",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","LAMBDA-CYHALOTHRIN","128897",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","MALATHION","57701",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","METHOXYFENOZIDE","121027",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NALED","34401",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NEEM OIL","25006",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NEEM OIL, CLAR. HYD.","25007",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","NOVALURON","124002",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","PIPERONYL BUTOXIDE","67501",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","PYRETHRINS","69001",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","PYRIDABEN","129105",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","SPINETORAM","110007",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","SPINOSAD","110003",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","THIAMETHOXAM","60109",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"INSECTICIDE","TOTAL",NA,NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","ACIBENZOLAR-S-METHYL","61402",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","CAPSICUM OLEORESIN EXTRACT","70704",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","CHLOROPICRIN","81501",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","DICHLOROPROPENE","29001",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","FLUTRIAFOL","128940",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","GARLIC OIL","128827",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","HYDROGEN PEROXIDE","595",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","IRON PHOSPHATE","34903",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","METALDEHYDE","53001",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","METAM-POTASSIUM","39002",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","METAM-SODIUM","39003",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","PEROXYACETIC ACID","63201",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","REYNOUTRIA SACHALINE","55809",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB",NA,"OTHER","TOTAL",NA,NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","AZOXYSTROBIN","128810",0.234
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BACILLUS SUBTILIS","6479",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BLAD","30006",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BORAX DECAHYDRATE","11102",0.042
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BOSCALID","128008",0.354
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19","6544",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CAPTAN","81301",1.693
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYFLUFENAMID","555550",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","CYPRODINIL","288202",0.316
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","DIFENOCONAZOLE","128847",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FENHEXAMID","90209",0.659
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUDIOXONIL","71503",0.211
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUOPYRAM","80302",0.119
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FLUXAPYROXAD","138009",0.161
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","FOSETYL-AL","123301",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","ISOFETAMID","270000",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","MEFENOXAM","113502",0.5
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","MONO-POTASSIUM SALT","76416",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","MYCLOBUTANIL","128857",0.105
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PENTHIOPYRAD","90112",0.271
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","POLYOXIN D ZINC SALT","230000",0.061
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PROPICONAZOLE","122101",0.112
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYDIFLUMETOFEN","90110",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRACLOSTROBIN","99100",0.167
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","PYRIMETHANIL","288201",0.658
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","QUINOLINE","55459",0.095
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","SULFUR","77501",5.471
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","TETRACONAZOLE","120603",0.036
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","THIOPHANATE-METHYL","102001",0.695
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","THIRAM","79801",2.201
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","TRIFLOXYSTROBIN","129112",0.119
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","FUNGICIDE","TRIFLUMIZOLE","128879",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","CARFENTRAZONE-ETHYL","128712",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","FLUMIOXAZIN","129034",0.078
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","OXYFLUORFEN","111601",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","HERBICIDE","PENDIMETHALIN","108501",0.923
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","ABAMECTIN","122804",0.019
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","ACEQUINOCYL","6329",0.299
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","ACETAMIPRID","99050",0.129
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","AZADIRACHTIN","121701",0.03
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BEAUVERIA BASSIANA","128924",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENAZATE","586",0.5
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BIFENTHRIN","128825",0.116
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BT KURSTAK ABTS-1857","6523",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BT KURSTAKI ABTS-351","6522",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","BT KURSTAKI SA-11","6519",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CANOLA OIL","11332",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CHLORANTRANILIPROLE","90100",0.063
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA","16329",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CYANTRANILIPROLE","90098",0.117
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","CYFLUMETOFEN","138831",0.178
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","ETOXAZOLE","107091",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FENBUTATIN-OXIDE","104601",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FENPROPATHRIN","127901",0.26
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FENPYROXIMATE","129131",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FLONICAMID","128016",0.087
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","FLUPYRADIFURONE","122304",0.182
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","HEXYTHIAZOX","128849",0.186
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","IMIDACLOPRID","129099",0.457
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","LAMBDA-CYHALOTHRIN","128897",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","MALATHION","57701",1.807
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","METHOXYFENOZIDE","121027",0.169
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","NALED","34401",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","NEEM OIL","25006",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","NEEM OIL, CLAR. HYD.","25007",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","NOVALURON","124002",0.077
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","PIPERONYL BUTOXIDE","67501",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","PYRETHRINS","69001",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","PYRIDABEN","129105",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","SPINETORAM","110007",0.071
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","SPINOSAD","110003",0.094
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","INSECTICIDE","THIAMETHOXAM","60109",0.062
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","ACIBENZOLAR-S-METHYL","61402",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","CAPSICUM OLEORESIN EXTRACT","70704",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","CHLOROPICRIN","81501",188.284
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","DICHLOROPROPENE","29001",111.391
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","FLUTRIAFOL","128940",0.114
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","GARLIC OIL","128827",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","HYDROGEN PEROXIDE","595",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","IRON PHOSPHATE","34903",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","METALDEHYDE","53001",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","METAM-POTASSIUM","39002",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","METAM-SODIUM","39003",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","PEROXYACETIC ACID","63201",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009","6800",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / APPLICATION","AVG","OTHER","REYNOUTRIA SACHALINE","55809",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","AZOXYSTROBIN","128810",0.326
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747","16482",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BACILLUS SUBTILIS","6479",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BLAD","30006",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BORAX DECAHYDRATE","11102",0.093
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BOSCALID","128008",0.885
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19","6544",NA
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","CAPTAN","81301",15.932
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","CYFLUFENAMID","555550",0
2023,"CALIFORNIA","BEARING","APPLICATIONS","LB / ACRE / YEAR","AVG","FUNGICIDE","CYPRODINIL","288202",0.872
